address,region,english_symbol,classification,spanish_address,evidence,resolution_method
0xd7c5,WRAM,wEventFlags+128,RELOCATED,0xd7ca,"BizHawk dynamic test 2026-08-12 (Fish Out Of Water / Mt. Moon Pokemon Center): watch range 0xd7c0-0xd7cf, baseline 0xd7ca=00, 0xd7ca=80 (bit 7 set) immediately after the interaction; 0xd7c5 (old English-coincidental address) stayed 00 throughout. Confirms English 0xd7c5 -> Spanish 0xd7ca (+5) directly",direct_dynamic_evidence
0xd7d6,WRAM,wEventFlags+145,RELOCATED,0xd7db,"BizHawk dynamic test 2026-08-12: live Spanish ROM captures at 0xd7db across the Route 12 trainer gauntlet -- baseline 00, 04 after trainer #1 (bit 2 set), 0C after trainer #2 (bit 3 additionally set), progression 00->04->0C. Exactly reproduces the transition independently observed in German at this same symbol (bit 2 then bit 3). Confirms English 0xd7d6 -> Spanish 0xd7db (+5) directly, superseding the prior windowed-only (2/3 site) static lean",direct_dynamic_evidence
0xd7d7,WRAM,wEventFlags+146,RELOCATED,0xd7dc,"ROM offset 0x594b5 (bank 22): same opcode (0x21) at the same site, operand changed from 0xd7d7 to 0xd7dc",direct_rom_evidence
0xd7d8,WRAM,wEventFlags+147,RELOCATED,0xd7dd,"no English reference site exists (macros/scripts/events.asm accesses multi-flag runs via HL-continuation, never a fresh literal load for this interior byte, per source); bracketed by wEventFlags+146 (d7d7->d7dc, direct +5) and wEventFlags+151 (d7dc->d7e1, now resolved above, +5), no anomaly in between -- matches German's identical resolution for this symbol",structural_bracketing
0xd7d9,WRAM,wEventFlags+148,RELOCATED,0xd7de,"same reasoning as wEventFlags+147 (d7d8) -- interior byte, no literal xref, bracketed by the same +146/+151 pair, matches German's identical resolution",structural_bracketing
0xd7da,WRAM,wEventFlags+149,RELOCATED,0xd7df,"same reasoning as wEventFlags+147 (d7d8) -- interior byte, no literal xref, bracketed by the same +146/+151 pair, matches German's identical resolution",structural_bracketing
0xd7db,WRAM,wEventFlags+150,RELOCATED,0xd7e0,"same reasoning as wEventFlags+147 (d7d8) -- interior byte, no literal xref, bracketed by the same +146/+151 pair, matches German's identical resolution",structural_bracketing
0xd7dc,WRAM,wEventFlags+151,RELOCATED,0xd7e1,"2 of 4 English reference sites (bank 18) find the candidate operand d7e1 at the same opcode within an 80-byte window, consistent shift of +3 bytes in file position; the other 2 sites (bank 8) show no match at all (unrelated code) -- matches German's independently-derived 2/4 resolution for wEventFlags+151, same +5 delta",direct_rom_evidence
0xd7dd,WRAM,wEventFlags+152,RELOCATED,0xd7e2,"same reasoning as wEventFlags+147 (d7d8) -- interior byte, no literal xref, bracketed by the now-resolved wEventFlags+151 (d7dc->d7e1, +5) on the left, matches German's identical resolution",structural_bracketing
0xd7ea,WRAM,wEventFlags+165,RELOCATED,0xd7ef,"ROM offset 0x1c879 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd7ea to 0xd7ef",direct_rom_evidence
0xd7f5,WRAM,wEventFlags+176,RELOCATED,0xd7fa,"ROM offset 0x19bf5 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd7f5 to 0xd7fa",direct_rom_evidence
0xd81a,WRAM,wEventFlags+213,RELOCATED,0xd81f,"ROM offset 0x45510 (bank 17): same opcode (0x21) at the same site, operand changed from 0xd81a to 0xd81f",direct_rom_evidence
0xd82e,WRAM,wEventFlags+233,RELOCATED,0xd833,"both English reference sites (bank 20) find the candidate operand d833 at the same opcode within an 80-byte window -- matches German's independently-derived 2/2 resolution for wEventFlags+233, same +5 delta",direct_rom_evidence
0xd837,WRAM,wEventFlags+242,RELOCATED,0xd83c,"ROM offset 0x1a339 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd837 to 0xd83c",direct_rom_evidence
0xd862,WRAM,wEventFlags+285,RELOCATED,0xd867,"ROM offset 0x19d6c (bank 6): same opcode (0x21) at the same site, operand changed from 0xd862 to 0xd867",direct_rom_evidence
0xd863,WRAM,wEventFlags+286,RELOCATED,0xd868,"both English reference sites (bank 29) find the candidate operand d868 at the same opcode within an 80-byte window; consistent with flanking wEventFlags+285 (d862->d867, direct +5) and +288 (d865->d86a, direct +5)",direct_rom_evidence
0xd864,WRAM,wEventFlags+287,RELOCATED,0xd869,both English reference sites (bank 29) find the candidate operand d869 at the same opcode within an 80-byte window; same bracket as +286/+289,direct_rom_evidence
0xd865,WRAM,wEventFlags+288,RELOCATED,0xd86a,"ROM offset 0x5a267 (bank 22): same opcode (0xfa) at the same site, operand changed from 0xd865 to 0xd86a",direct_rom_evidence
0xd866,WRAM,wEventFlags+289,RELOCATED,0xd86b,both English reference sites (bank 29) find the candidate operand d86b at the same opcode within an 80-byte window; same bracket as +286/+287,direct_rom_evidence
0xda40,WRAM,wPlayTimeHours,RELOCATED,0xda45,"direct bank-28 (offset 0x55a6a) site shows same opcode (0x08, LD (nn),SP) with operand shifted da40->df40 is a false single-site match (delta +1280, off-region); the TrackPlayTime bank-0 block itself is heavily restructured (all bank-0 sites show a different opcode byte, not a clean literal match), but a second, independent bank-28 site (offset 0x70402) shows the SAME opcode (0x11) with operand cleanly shifted da40->da45 (+5); consistent with the uniform +5 region [0xcf07,0xda97] and with wPlayTimeMaxed/wSafariZoneGameOver/wNumSafariBalls/wDayCareInUse/wDayCareMonName all +5 on both sides",structural_bracketing
0xda42,WRAM,wPlayTimeMinutes,RELOCATED,0xda47,"bank-28 site (offset 0x7040e), same opcode (0x11), operand cleanly shifted da42->da47 (+5); single bank-4 site showing da42->d15c (delta -2278) is an unrelated same-opcode coincidence (collides with wPlayerName's own relocated address) and is discarded",direct_rom_evidence
0xda43,WRAM,wPlayTimeSeconds,RELOCATED,0xda48,"recon's IDENTICAL_ADDRESS (delta +0) is a single-site coincidence (bank-11 offset 0x2c1b2, ld (nn),a on an unrelated value that happens to equal 0xda43) -- same false-positive class independently confirmed in the German investigation for this exact symbol; bracketed by wPlayTimeMinutes (+5, direct) and wPlayTimeFrames (+5, bracketed) with no anomaly in between",structural_bracketing
0xda44,WRAM,wPlayTimeFrames,RELOCATED,0xda49,"no clean single-site match (all 3 English reference sites in the bank-0 TrackPlayTime block are structurally rewritten); bracketed by wPlayTimeSeconds (closed to +5 above) and wSafariZoneGameOver (+5, direct) with no anomaly in between",structural_bracketing
0xfff5,HRAM,hOnCGB+1(past declared size 1),IDENTICAL_ADDRESS,0xfff5,ROM offset 0xc026 (bank 3): identical LDH opcode+offset in both ROMs,direct_rom_evidence
