address,region,english_symbol,classification,german_address,evidence,resolution_method
0xd71a,WRAM,wTileInFrontOfBoulderAndBoulderCollisionResult,RELOCATED,0xd71f,"RESOLVED 2026-08-12 via corrected site-identical-instruction match (not naive delta bracketing). The single English absolute-address xref at ROM offset 0xF6E8 (`ld a,$FF / ld [$D71A],a`) sits in the new-game-data-initialization block, immediately followed byte-for-byte by `ld a,$5A / ld [wPikachuHappiness],a` and `ld a,$80 / ld [wPikachuMood],a` (both independently already RELOCATED +5 elsewhere in address_mapping.csv). Direct byte comparison: EN 0xf6e6-0xf6f4 = `3e ff ea 1a d7 3e 5a ea 6f d4 3e 80 ea 70 d4`; DE 0xf6d9-0xf6e7 = `3e ff ea 1f d7 3e 5a ea 74 d4 3e 80 ea ...` -- identical opcode sequence, every operand shifted by exactly +5 in lockstep (D71A->D71F, D46F->D474, D470->D475), confirming D71A->D71F structurally. Earlier live write-breakpoint test on 0xD71F during Strength/boulder gameplay found no hits -- that is now explained, not contradicted: this write only fires once, during new-save-file creation (naming screen / player-ID + Pikachu-defaults init), never during ordinary play on an existing save, so a boulder-push test could never have triggered it. Separately, a source comment on the adjacent symbol (`wUnusedPlayerDataByte:: db ; initialized to $ff, but nothing ever reads it`, one byte earlier at EN D719) combined with a whole-ROM scan finding zero other literal-address references anywhere to D71A is consistent with this byte's real behavior: set once to $FF at new-game creation and never read or written again for the rest of the game -- matching how the RA leaderboard (ID 175, Speedrun) actually uses it (`d0xhd71a=255`, a static previous-value-was-$FF gate, not a dynamic per-push collision check). A live dynamic confirmation of D71F would require starting a brand-new save file (not available mid-playthrough); static confidence from the site-identical instruction match is high enough that this is not treated as blocking.",direct_rom_evidence
0xd736,WRAM,wCompletedInGameTradeFlags+1,RELOCATED,0xd73b,"structural inference: base symbol wCompletedInGameTradeFlags is RELOCATED in German (ROM offset 0x39a (bank 0): same opcode (0x21) at the same site, operand changed from 0xd735 to 0xd73a) — offset 1 applied unverified, not independently confirmed",structural_inference
0xd737,WRAM,wCompletedInGameTradeFlags+2(past declared size 2),RELOCATED,0xd73c,"wCompletedInGameTradeFlags is declared as a 2-byte dw in ram/wram.asm followed by an explicit 2-byte ds pad (this address range, 0xd737-0xd738) before wWarpedFromWhichWarp -- offset+2 is unnamed padding, not a mislabeled 3rd trade-flag byte. Bracketed on the left by wCompletedInGameTradeFlags itself (0xd735->0xd73a, 37 corroborating sites) and on the right by wWarpedFromWhichMap (0xd73a->0xd73f, 4 sites) with wStatusFlags7/wElite4Flags also +5 further left -- no anomaly detected anywhere in this stretch (unlike the confirmed 0xcf08 local +6 perturbation elsewhere), so +5 is applied by bracketing, not by extending a single base past its declared size.",structural_bracketing
0xd74d,WRAM,wEventFlags+8,RELOCATED,0xd752,"ROM offset 0x1c823 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd74d to 0xd752",direct_rom_evidence
0xd759,WRAM,wEventFlags+20,RELOCATED,0xd75e,"ROM offset 0x195b4 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd759 to 0xd75e",direct_rom_evidence
0xd763,WRAM,wEventFlags+30,RELOCATED,0xd768,"ROM offset 0x60510 (bank 24): same opcode (0xfa) at the same site, operand changed from 0xd763 to 0xd768",direct_rom_evidence
0xd7b0,WRAM,wEventFlags+107,RELOCATED,0xd7b5,"resolved 2026-08-12 via fresh direct German ROM evidence (not Italian): all 9 English bank-23 xref sites (0x5cc79/0x5cc87/0x5ccdf/0x5cce4/0x5cd3b/...) have byte-drifted at their original offsets, but a full bank-23 scan of the German ROM finds exactly 9 sites referencing 0xd7b5 (the +5 candidate), same opcode pattern (fa/ea) at each, offsets shifted by a consistent small amount from the English sites -- 9-for-9 count match in the correct bank is strong corroborating evidence for +5.",direct_rom_evidence
0xd7c5,WRAM,wEventFlags+128,RELOCATED,0xd476,"ROM offset 0xf218c (bank 60): same opcode (0xfa) at the same site, operand changed from 0xd7c5 to 0xd476",direct_rom_evidence
0xd7d6,WRAM,wEventFlags+145,RELOCATED,0xd7db,"dynamic runtime confirmation (2026-08-12, BizHawk, Route 12 trainer battles): watched German 0xD7DB accumulate 00 -> 04 -> 0C across successive Route 12 trainer defeats while the old weak same-address candidate 0xD7D6 stayed 00 throughout -- matches the +5 delta of the surrounding wEventFlags block exactly. Prior IDENTICAL_ADDRESS classification (site-identical opcode bytes at ROM offset 0x262bb, bank 9) is disproved by this observation and superseded.",direct_dynamic_evidence
0xd7d7,WRAM,wEventFlags+146,RELOCATED,0xd7dc,"ROM offset 0x594b5 (bank 22): same opcode (0x21) at the same site, operand changed from 0xd7d7 to 0xd7dc",direct_rom_evidence
0xd7d8,WRAM,wEventFlags+147,RELOCATED,0xd7dd,"resolved 2026-08-12 via structural_bracketing: confirmed zero literal xrefs to this address in EITHER ROM (not a mapping failure -- source (macros/scripts/events.asm EventFlagBit/CheckEventReuseHL) confirms interior bytes of a multi-trainer-flag run are reached via `inc hl` continuation from a neighboring byte's literal HL-load, never their own literal address, same category as the Pokedex sparse-pattern rows). Flanked on both sides by independently direct-ROM-evidenced +5 neighbors with no anomaly in between: wEventFlags+146 (0xd7d7->0xd7dc, direct_rom_evidence) on the left, wEventFlags+151 (0xd7dc->0xd7e1, direct_rom_evidence, resolved this session) on the right -- same bracketing standard already used elsewhere in this map (wCompletedInGameTradeFlags+2, wEventFlags+286/287/289).",structural_bracketing
0xd7d9,WRAM,wEventFlags+148,RELOCATED,0xd7de,"resolved 2026-08-12 via structural_bracketing (same basis as wEventFlags+147, see that row): zero literal xrefs in either ROM (interior byte, no event constants assigned to any of its 8 bits per event_constants.asm -- entirely unused, consistent with never being addressed literally); bracketed by wEventFlags+146 (0xd7d7->0xd7dc) and wEventFlags+151 (0xd7dc->0xd7e1), both direct_rom_evidence, no anomaly in between.",structural_bracketing
0xd7da,WRAM,wEventFlags+149,RELOCATED,0xd7df,"resolved 2026-08-12 via structural_bracketing (same basis as wEventFlags+147, see that row): zero literal xrefs in either ROM (interior byte, HL-continuation addressing); bracketed by wEventFlags+146 (0xd7d7->0xd7dc) and wEventFlags+151 (0xd7dc->0xd7e1), both direct_rom_evidence, no anomaly in between.",structural_bracketing
0xd7db,WRAM,wEventFlags+150,RELOCATED,0xd7e0,"resolved 2026-08-12 via structural_bracketing (same basis as wEventFlags+147, see that row): zero literal xrefs in either ROM (interior byte, HL-continuation addressing); bracketed by wEventFlags+146 (0xd7d7->0xd7dc) and wEventFlags+151 (0xd7dc->0xd7e1), both direct_rom_evidence, no anomaly in between.",structural_bracketing
0xd7dc,WRAM,wEventFlags+151,RELOCATED,0xd7e1,"resolved 2026-08-12 via fresh direct German ROM evidence (not Italian, superseding the stale CANDIDATE note): of the 4 English xref sites (bank 8: 0x22ecb/0x22ee6; bank 18: 0x495e9/0x49615), the 2 bank-18 sites have German counterparts at 0xd7e1 (the +5 candidate) with the identical opcode at a consistent nearby offset (0x495e9->0x495ec `fa`, 0x49615->0x49618 `21`) -- a genuine 2-site same-opcode corroboration, the same evidence standard used elsewhere in this map (e.g. wDestinationMap). The 2 bank-8 sites have simply drifted to unrelated bytes in German (that bank has independent text-driven code drift elsewhere) -- not contradicting evidence, just unmatched.",direct_rom_evidence
0xd7dd,WRAM,wEventFlags+152,RELOCATED,0xd7e2,"resolved 2026-08-12 via structural_bracketing (same basis as wEventFlags+147, see that row): zero literal xrefs in either ROM (interior byte, HL-continuation addressing); bracketed by wEventFlags+151 (0xd7dc->0xd7e1, direct_rom_evidence, resolved this session) on the left. Note: no independently-evidenced neighbor exists immediately to the right within the 131-address RA set to complete a two-sided bracket, so this row leans on the left bracket plus the now-doubly-confirmed uniform +5 pattern across the whole wEventFlags array (Route 12 dynamic confirmation + every other resolved offset in this array showing +5, zero exceptions found).",structural_bracketing
0xd7ea,WRAM,wEventFlags+165,RELOCATED,0xd7ef,"ROM offset 0x1c879 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd7ea to 0xd7ef",direct_rom_evidence
0xd7f5,WRAM,wEventFlags+176,RELOCATED,0xd7fa,"ROM offset 0x19bf5 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd7f5 to 0xd7fa",direct_rom_evidence
0xd81a,WRAM,wEventFlags+213,RELOCATED,0xd81f,"ROM offset 0x45510 (bank 17): same opcode (0x21) at the same site, operand changed from 0xd81a to 0xd81f",direct_rom_evidence
0xd82e,WRAM,wEventFlags+233,RELOCATED,0xd833,"resolved 2026-08-12 via fresh direct German ROM evidence (not Italian, superseding the stale CANDIDATE note): both English bank-20 xref sites (0x51c65 `fa`, 0x51d03 `21`) have German counterparts referencing 0xd833 (the +5 candidate) at the same opcode, same bank, nearby offset (0x51c5e, 0x51cfc) -- a clean 2-for-2 same-opcode corroboration.",direct_rom_evidence
0xd837,WRAM,wEventFlags+242,RELOCATED,0xd83c,"ROM offset 0x1a339 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd837 to 0xd83c",direct_rom_evidence
0xd862,WRAM,wEventFlags+285,RELOCATED,0xd867,"ROM offset 0x19d6c (bank 6): same opcode (0x21) at the same site, operand changed from 0xd862 to 0xd867",direct_rom_evidence
0xd863,WRAM,wEventFlags+286,RELOCATED,0xd868,"wEventFlags+286: tightly bracketed by wEventFlags+285 (0xd862->0xd867, direct same-site-different-operand evidence) and wEventFlags+288 (0xd865->0xd86a, direct same-site-different-operand evidence), 1-3 bytes away on each side, no anomaly detected in between. Supporting context only, not proof: Italian own dynamic BizHawk test (T17, versions/italian/evidence/dynamic_test_targets.csv) independently confirmed this exact byte cluster (Bruno/Agatha/Rival-Final elite-four flags) as RELOCATED +5 in a live run.",structural_bracketing
0xd864,WRAM,wEventFlags+287,RELOCATED,0xd869,"wEventFlags+287: tightly bracketed by wEventFlags+285 (0xd862->0xd867, direct same-site-different-operand evidence) and wEventFlags+288 (0xd865->0xd86a, direct same-site-different-operand evidence), 1-3 bytes away on each side, no anomaly detected in between. Supporting context only, not proof: Italian own dynamic BizHawk test (T17, versions/italian/evidence/dynamic_test_targets.csv) independently confirmed this exact byte cluster (Bruno/Agatha/Rival-Final elite-four flags) as RELOCATED +5 in a live run.",structural_bracketing
0xd865,WRAM,wEventFlags+288,RELOCATED,0xd86a,"ROM offset 0x5a267 (bank 22): same opcode (0xfa) at the same site, operand changed from 0xd865 to 0xd86a",direct_rom_evidence
0xd866,WRAM,wEventFlags+289,RELOCATED,0xd86b,"wEventFlags+289: tightly bracketed by wEventFlags+285 (0xd862->0xd867, direct same-site-different-operand evidence) and wEventFlags+288 (0xd865->0xd86a, direct same-site-different-operand evidence), 1-3 bytes away on each side, no anomaly detected in between. Supporting context only, not proof: Italian own dynamic BizHawk test (T17, versions/italian/evidence/dynamic_test_targets.csv) independently confirmed this exact byte cluster (Bruno/Agatha/Rival-Final elite-four flags) as RELOCATED +5 in a live run.",structural_bracketing
0xda40,WRAM,wPlayTimeHours,RELOCATED,0xda45,"TrackPlayTime routine (home/play_time.asm) intact in German ROM bank 0 (file offset 0x1ee0-0x1f80 vs English 0x1ee0-0x1f80): whole 5-symbol cluster byte-diffed as one block, both main-increment path and .maxIGT overflow-clamp tail agree -- uniform +5. Corrects prior single-coincidental-site reading (+7).",direct_rom_evidence
0xda42,WRAM,wPlayTimeMinutes,RELOCATED,0xda47,"TrackPlayTime block evidence (see wPlayTimeHours 0xda40 for full block dump) -- ld a,($da47) / ld ($da47),a at the Minutes rollover site, +5, corroborated by the .maxIGT tail's ea47da write.",direct_rom_evidence
0xda43,WRAM,wPlayTimeSeconds,RELOCATED,0xda48,"TrackPlayTime block evidence -- fa48da/ea48da at the Seconds rollover site and again in the .maxIGT tail (ld a,59 / ld ($da48),a), +5. Corrects prior single-coincidental-site reading (IDENTICAL_ADDRESS, +0).",direct_rom_evidence
0xda44,WRAM,wPlayTimeFrames,RELOCATED,0xda49,"TrackPlayTime routine intact in German ROM bank 0: whole 5-symbol cluster byte-diffed as one block, both main-increment path and .maxIGT tail agree -- uniform +5. Corrects prior single-coincidental-site reading (+2).",direct_rom_evidence
0xfff5,HRAM,hOnCGB+1(past declared size 1),IDENTICAL_ADDRESS,0xfff5,ROM offset 0xc026 (bank 3): identical LDH opcode+offset in both ROMs,direct_rom_evidence
