address,region,n_assets,n_conditions,usage_types,access_forms,sizes,prior_mapping_status,has_code_note,code_note_excerpt,english_symbol,symbol_source,italian_address,classification,rom_evidence,compared_literals,sample_assets,resolution_method
0xc5dd,WRAM,1,1,leaderboard,bcd,8-bit,UNMAPPED,False,,wSurfingMinigameTotalScore+1,nearest_symbol,0xc5dd,IDENTICAL,"structural inference: base symbol wSurfingMinigameTotalScore is IDENTICAL_ADDRESS (ROM offset 0xa989 (bank 2): identical opcode+operand bytes 31dcc5 in both ROMs) — offset 1 applied unverified, not independently confirmed",,Pikachu’s Beach,structural_inference
0xccd3,WRAM,1,1,achievement,current,8-bit,IDENTICAL_ADDRESS,True,possible current pc submenu,wCanEvolveFlags,phase4_symbol,0xccd3,IDENTICAL,resolved by Phase 4 (address_mapping.csv),You're Not Getting Away from Me That Easily:=2,You're Not Getting Away from Me That Easily,direct_rom_evidence
0xd056,WRAM,1,1,achievement,current,8-bit,RELOCATED,True,[8-bit] Battle 0x00 - No Battle 0x01 - Wild 0x02 - Trainer 0xff - Whited Out,wIsInBattle,phase4_symbol,0xd05b,RELOCATED,resolved by Phase 4 (address_mapping.csv),"Look, I'm Dancing!:!=0","Look, I'm Dancing!",direct_rom_evidence
0xd157,WRAM,1,1,rich_presence,current,8-bit,RELOCATED,True,Your Name - 1st Character,wPlayerName,phase4_symbol,0xd15c,RELOCATED,resolved by Phase 4 (address_mapping.csv),,Rich Presence,direct_rom_evidence
0xd164,WRAM,1,7,achievement,current,8-bit,UNMAPPED,True,Pokemon 2 ID,wPartySpecies+1,nearest_symbol,0xd169,RELOCATED,"structural inference: base symbol wPartySpecies is RELOCATED (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 1 applied unverified, not independently confirmed",Halfway:!=0; Halfway:!=73; Halfway:!=74,Halfway,structural_inference
0xd165,WRAM,1,7,achievement,current,8-bit,UNMAPPED,True,Pokemon 3 ID,wPartySpecies+2,nearest_symbol,0xd16a,RELOCATED,"structural inference: base symbol wPartySpecies is RELOCATED (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 2 applied unverified, not independently confirmed",Halfway:!=0; Halfway:!=73; Halfway:!=74,Halfway,structural_inference
0xd166,WRAM,1,7,achievement,current,8-bit,UNMAPPED,True,Pokemon 4 ID,wPartySpecies+3,nearest_symbol,0xd16b,RELOCATED,"structural inference: base symbol wPartySpecies is RELOCATED (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 3 applied unverified, not independently confirmed",Halfway:!=0; Halfway:!=73; Halfway:!=74,Halfway,structural_inference
0xd167,WRAM,1,7,achievement,current,8-bit,UNMAPPED,True,Pokemon 5 ID,wPartySpecies+4,nearest_symbol,0xd16c,RELOCATED,"structural inference: base symbol wPartySpecies is RELOCATED (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 4 applied unverified, not independently confirmed",Halfway:!=0; Halfway:!=73; Halfway:!=74,Halfway,structural_inference
0xd168,WRAM,1,7,achievement,current,8-bit,UNMAPPED,True,Pokemon 6 ID,wPartySpecies+5,nearest_symbol,0xd16d,RELOCATED,"structural inference: base symbol wPartySpecies is RELOCATED (ROM offset 0x127c (bank 0): same opcode (0x21) at the same site, operand changed from 0xd163 to 0xd168) — offset 5 applied unverified, not independently confirmed",Halfway:!=0; Halfway:!=73; Halfway:!=74,Halfway,structural_inference
0xd172,WRAM,1,1,achievement,current,8-bit,RELOCATED,True,Pokemon 1 Move 1,wPartyMon1Moves,phase4_symbol,0xd177,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x1177 read 0x55 (Thunderbolt) matching the on-screen move; supersedes the earlier 0xcd3d static match, now rejected",That's Shocking!:=57,That's Shocking!,dynamic_confirmation
0xd173,WRAM,1,1,achievement,current,8-bit,UNMAPPED,True,Pokemon 1 Move 2,wPartyMon1Moves+1,nearest_symbol,0xd178,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x1178 read 0x2D (Growl) matching the on-screen move; supersedes the earlier 0xcd3e structural inference, now rejected",That's Shocking!:=57,That's Shocking!,dynamic_confirmation
0xd174,WRAM,1,1,achievement,current,8-bit,UNMAPPED,True,Pokemon 1 Move 3,wPartyMon1Moves+2,nearest_symbol,0xd179,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x1179 read 0x27 (Tail Whip) matching the on-screen move; supersedes the earlier 0xcd3f structural inference, now rejected",That's Shocking!:=57,That's Shocking!,dynamic_confirmation
0xd175,WRAM,1,1,achievement,current,8-bit,UNMAPPED,True,Pokemon 1 Move 4,wPartyMon1Moves+3,nearest_symbol,0xd17a,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x117A read 0x59 (Earthquake) matching the on-screen move; supersedes the earlier 0xcd40 structural inference, now rejected",That's Shocking!:=57,That's Shocking!,dynamic_confirmation
0xd18b,WRAM,1,3,achievement,current;delta,8-bit,RELOCATED,True,pokemon 1 actual level [8-bit],wPartyMon1Level,phase4_symbol,0xd190,RELOCATED,resolved by Phase 4 (address_mapping.csv),Halfway:>=50; Halfway:<=100; Halfway:<50,Halfway,direct_rom_evidence
0xd1b7,WRAM,1,3,achievement,current;delta,8-bit,DYNAMIC_TEST_REQUIRED,True,pokemon 2 actual level [8-bit],wPartyMon2Level,phase4_symbol,0xd1bc,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x11BC read 60, matching this party slot's actual level (party of 6, slot 2 at Lv60)",Halfway:>=50; Halfway:<=100; Halfway:<50,Halfway,dynamic_confirmation
0xd1e3,WRAM,1,3,achievement,current;delta,8-bit,DYNAMIC_TEST_REQUIRED,True,pokemon 3 actual level [8-bit],wPartyMon3Level,phase4_symbol,0xd1e8,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x11E8 read 50, matching this party slot's actual level",Halfway:>=50; Halfway:<=100; Halfway:<50,Halfway,dynamic_confirmation
0xd20f,WRAM,1,3,achievement,current;delta,8-bit,UNRESOLVED,True,pokemon 4 actual level [8-bit],wPartyMon4Level,phase4_symbol,0xd214,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x1214 read 50, matching this party slot's actual level; supersedes the earlier UNVERIFIED status (no static evidence existed either way)",Halfway:>=50; Halfway:<=100; Halfway:<50,Halfway,dynamic_confirmation
0xd23b,WRAM,1,3,achievement,current;delta,8-bit,UNRESOLVED,True,pokemon 5 actual level [8-bit],wPartyMon5Level,phase4_symbol,0xd240,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x1240 read 50, matching this party slot's actual level; supersedes the earlier UNVERIFIED status",Halfway:>=50; Halfway:<=100; Halfway:<50,Halfway,dynamic_confirmation
0xd267,WRAM,1,3,achievement,current;delta,8-bit,UNRESOLVED,True,pokemon 6 actual level [8-bit],wPartyMon6Level,phase4_symbol,0xd26c,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x126C read 50, matching this party slot's actual level; supersedes the earlier UNVERIFIED status",Halfway:>=50; Halfway:<=100; Halfway:<50,Halfway,dynamic_confirmation
0xd309,WRAM,1,1,rich_presence,current,bitcount,RELOCATED,True,"Pokedex (Seen) START: Bulbasaur, Ivysaur, Venusaur, Charmander, Charmeleon, Charizard, Squirtle, Wartortle",wPokedexSeen,phase4_symbol,0xd30e,RELOCATED,resolved by Phase 4 (address_mapping.csv),,Rich Presence,direct_rom_evidence
0xd30a,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Seen) 9-16,wPokedexSeen+1,nearest_symbol,0xd30a,IDENTICAL,ROM offset 0x25d31 (bank 9): identical opcode+operand bytes fa0ad3 in both ROMs,,Rich Presence,direct_rom_evidence
0xd30b,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 17-24,wPokedexSeen+2,nearest_symbol,0xd310,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 2 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd30c,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 25-32,wPokedexSeen+3,nearest_symbol,0xd311,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 3 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd30d,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 33-40,wPokedexSeen+4,nearest_symbol,0xd312,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 4 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd30e,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 41-48,wPokedexSeen+5,nearest_symbol,0xd313,RELOCATED,"dynamically confirmed: BizHawk watch of Italian 0xd313 across encountering then catching Venonat (#48, zero-based dex index 47, byte offset 5 bit7, mask 0x80) read 0x0C before the encounter and 0x8C (bit7 set) immediately after, matching the game's own Pokédex Seen display flipping from unseen to seen; supersedes the earlier structural-inference-only status for this specific offset — the +5 mapping for the wPokedexSeen array's other offsets remains structural inference, not independently re-verified by this test",,Rich Presence,dynamic_confirmation
0xd30f,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 49-56,wPokedexSeen+6,nearest_symbol,0xd314,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 6 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd310,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 57-64,wPokedexSeen+7,nearest_symbol,0xd315,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 7 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd311,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 65-72,wPokedexSeen+8,nearest_symbol,0xd316,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 8 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd312,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 73-80,wPokedexSeen+9,nearest_symbol,0xd317,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 9 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd313,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 81-88,wPokedexSeen+10,nearest_symbol,0xd318,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 10 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd314,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 89-96,wPokedexSeen+11,nearest_symbol,0xd319,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 11 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd315,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 97-104,wPokedexSeen+12,nearest_symbol,0xd315,IDENTICAL,ROM offset 0xca76 (bank 3): identical opcode+operand bytes 0815d3 in both ROMs,,Rich Presence,direct_rom_evidence
0xd316,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 105-112,wPokedexSeen+13,nearest_symbol,0xd31b,RELOCATED,"dynamically confirmed via Phase 8 end-to-end local-achievement test (docs/status.md): encountering Hitmonlee (#106, zero-based dex index 105, byte offset 13, bit1, mask 0x02) as the Fighting Dojo master's Pokemon triggered a local achievement watching Italian 0xd31b bit1, matching the game's own Pokedex Seen display flipping from unseen to seen. Supersedes the earlier structural-inference-only status for this specific offset -- the +5 mapping for the wPokedexSeen array's other offsets remains structural inference, not independently re-verified by this test",,Rich Presence,dynamic_confirmation
0xd317,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 113-120,wPokedexSeen+14,nearest_symbol,0xd31c,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 14 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd318,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 121-128,wPokedexSeen+15,nearest_symbol,0xd31d,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 15 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd319,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 129-136,wPokedexSeen+16,nearest_symbol,0xd31e,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 16 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd31a,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (Owned) 137-144,wPokedexSeen+17,nearest_symbol,0xd31f,RELOCATED,"structural inference: base symbol wPokedexSeen is RELOCATED (ROM offset 0x4008d (bank 16): same opcode (0x21) at the same site, operand changed from 0xd309 to 0xd30e) — offset 17 applied unverified, not independently confirmed",,Rich Presence,structural_inference
0xd31b,WRAM,1,1,rich_presence,current,bitcount,UNMAPPED,True,Pokedex (SEEN) END 145-151,wPokedexSeen+18,nearest_symbol,0xd320,RELOCATED,"ROM offset 0x4022c (bank 16): same opcode (0x21) at the same site, operand changed from 0xd31b to 0xd320",,Rich Presence,direct_rom_evidence
0xd357,WRAM,1,1,achievement,current,8-bit,RELOCATED,True,0x03 = Textmessage,wLetterPrintingDelayFlags,phase4_symbol,0xd35c,RELOCATED,resolved by Phase 4 (address_mapping.csv),Who Needs Flash?:=3,Who Needs Flash?,direct_rom_evidence
0xd35c,WRAM,1,1,achievement,current,8-bit,RELOCATED,True,For Rock Tunnel 06 = Dark in the Cave 00 = Light in the Cave,wMapPalOffset,phase4_symbol,0xd361,RELOCATED,resolved by Phase 4 (address_mapping.csv),Who Needs Flash?:=0,Who Needs Flash?,direct_rom_evidence
0xd437,WRAM,1,5,achievement,current;prior,8-bit,RELOCATED,True,5-7 = Pikachu behind ledge,wPikachuFollowCommandBuffer,phase4_symbol,0xd43c,RELOCATED,resolved by Phase 4 (address_mapping.csv),"Look, I'm Dancing!:<=4; Look, I'm Dancing!:>=5; Look, I'm Dancing!:<=8","Look, I'm Dancing!",direct_rom_evidence
0xd5a1,WRAM,1,4,leaderboard,current;delta,8-bit,RELOCATED,False,,wNumHoFTeams,phase4_symbol,0xd5a6,RELOCATED,resolved by Phase 4 (address_mapping.csv),,Speedrun,direct_rom_evidence
0xd664,WRAM,1,2,achievement,current;delta,bit2,IDENTICAL_ADDRESS,True,S.S Anne Ship - First Floor Bit2 = Defeat Rival 4,wSSAnne2FCurScript,phase4_symbol,0xd664,IDENTICAL,resolved by Phase 4 (address_mapping.csv),Battle Aboard the St. Anne:=1; Battle Aboard the St. Anne:=0,Battle Aboard the St. Anne,direct_rom_evidence
0xd6ff,WRAM,1,1,achievement,current,8-bit,RELOCATED,True,[8-bit] Bike Manually editing gives you bike speed 0x00 - Walking 0x01 - On Your Bike,wWalkBikeSurfState,phase4_symbol,0xd704,RELOCATED,resolved by Phase 4 (address_mapping.csv),"Look, I'm Dancing!:=1","Look, I'm Dancing!",direct_rom_evidence
0xd70c,WRAM,1,1,achievement,current,16-bit,RELOCATED,True,Safari Zone Steps 16-bit recommend  500/500 steps = f401 499/500 steps = f301 ... 1/500 steps = 0100 0/500 steps = 0000,wFossilItem,phase4_symbol,0xd711,RELOCATED,resolved by Phase 4 (address_mapping.csv),Safari Perfectionist:=53504,Safari Perfectionist,direct_rom_evidence
0xd71a,WRAM,1,1,leaderboard,delta,8-bit,DYNAMIC_TEST_REQUIRED,False,,wTileInFrontOfBoulderAndBoulderCollisionResult,phase4_symbol,0xd71f,RELOCATED,dynamically confirmed: BizHawk watch of Italian 0xd71a (unshifted control) and 0xd71f (+5 candidate). 0xd71a read 0x00. 0xd71f was already 0xFF BEFORE Hall of Fame entry and remained 0xFF through the transition -- NOT a 0x00->0xFF flip observed at Hall of Fame entry as the original test plan hypothesised; the byte simply reads 0xFF throughout this window. Exact +5 match on address; the original delta-based trigger timing hypothesis is not confirmed by this observation and should not be restated as such,Speedrun:=255,Speedrun,dynamic_confirmation
0xd74d,WRAM,1,3,achievement,current;delta,bit0,UNMAPPED,True,bit0=obtained pokedex bit1=obtained oaks parcel,wEventFlags+8,nearest_symbol,0xd752,RELOCATED,"ROM offset 0x1c823 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd74d to 0xd752",Pokemon - I Choose You!:=0; Pokemon - I Choose You!:=0; Pokemon - I Choose You!:=1,Pokemon - I Choose You!,direct_rom_evidence
0xd759,WRAM,1,2,achievement,current;delta,bit0,UNMAPPED,True,Cerulean City Bit0 = Defeat Rival 3,wEventFlags+20,nearest_symbol,0xd75e,RELOCATED,"ROM offset 0x195b4 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd759 to 0xd75e",Gatekeeper of the Nugget Bridge:=1; Gatekeeper of the Nugget Bridge:=0,Gatekeeper of the Nugget Bridge,direct_rom_evidence
0xd763,WRAM,1,2,achievement,current;delta,bit7,UNMAPPED,True,Lavender Town 1st Bit7 = Defeat Rival 5,wEventFlags+30,nearest_symbol,0xd768,RELOCATED,"ROM offset 0x60510 (bank 24): same opcode (0xfa) at the same site, operand changed from 0xd763 to 0xd768",Not the most appropriate arena...:=1; Not the most appropriate arena...:=0,Not the most appropriate arena...,direct_rom_evidence
0xd7b0,WRAM,1,2,achievement,current,bit0,UNMAPPED,True,Saffron City Gym Left Bit0 = Get either Hitmonchan or Hitmonlee Bit1 = Defeat Leader Bit2 = Defeat Trainer 4 Bit3 = Defe,wEventFlags+107,nearest_symbol,0xd7b5,RELOCATED,"dynamically confirmed: BizHawk watch of Italian 0xd7b0 (unshifted control) and 0xd7b5 (+5 candidate) across taking Hitmonlee as the Fighting Dojo prize. 0xd7b0 stayed 0x00 throughout (clean negative control). 0xd7b5 went 0x3E (00111110) -> 0x7F (01111111) — bit0 flipped 0->1, exactly matching the achievement's bit0 'obtained either Hitmonchan or Hitmonlee' condition; exact +5 match",King of the Dojo:=1; King of the Dojo:=0,King of the Dojo,dynamic_confirmation
0xd7c5,WRAM,1,2,achievement,current;delta,bit7,UNMAPPED,True,[Route 3 - Pokecenter] Bit7 = Bought Magikarp,wEventFlags+128,nearest_symbol,0xd7ca,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17CA went 0x00->0x80 (bit7 set) at the moment of buying the Route 3/Mt. Moon Magikarp, while unshifted 0x17C5 stayed 0x00 as a negative control — exact +5 match",Fish Out Of Water:=1; Fish Out Of Water:=0,Fish Out Of Water,dynamic_confirmation
0xd7d6,WRAM,1,12,achievement,current;delta,bit2;bit3;bit4;bit5;bit6;bit7,UNMAPPED,True,Route 12 Bit2 = Defeat Trainer 1 Bit3 = Defeat Trainer 2 Bit4 = Defeat Trainer 7 Bit5 = Defeat Trainer 5 Bit6 = Defeat T,wEventFlags+145,nearest_symbol,0xd7db,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17DB (cell-click confirmed start of the relocated block) accumulated bits 2-7 one at a time across Route 12 trainer defeats, reaching 0xFC (all 6 bits) exactly matching this byte's mask; rejects the prior IDENTICAL classification, which was a coincidental single-site match (ROM offset 0x262bb, bank 9)",,The Long Way Gauntlet,dynamic_confirmation
0xd7d7,WRAM,1,2,achievement,current;delta,bit0,UNMAPPED,True,Route 12 Bit0 = Defeat Trainer 6,wEventFlags+146,nearest_symbol,0xd7dc,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17DC went 0x00->0x01 (bit0 set) as the 7th and final Route 12 trainer was defeated, immediately adjacent to the confirmed 0x17DB byte; matches the prior static direct-evidence delta of +5",,The Long Way Gauntlet,dynamic_confirmation
0xd7d8,WRAM,1,14,achievement,current;delta,bit1;bit2;bit3;bit4;bit5;bit6;bit7,UNMAPPED,True,Route 13 Bit1 = Defeat Trainer 2 Bit2 = Defeat Trainer 3 Bit3 = Defeat Trainer 6 Bit4 = Defeat Trainer 7 Bit5 = Defeat T,wEventFlags+147,nearest_symbol,0xd7dd,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17DD accumulated bits 1-7 one at a time across Route 13 trainer defeats, reaching 0xFE (all 7 bits) exactly matching this byte's mask, immediately adjacent to the confirmed Route 12 block",,The Long Way Gauntlet,dynamic_confirmation
0xd7d9,WRAM,1,6,achievement,current;delta,bit0;bit1;bit2,UNMAPPED,True,Route 13 Bit0 = Defeat Trainer 5 Bit1 = Defeat Trainer 10 Bit2 = Defeat Trainer 8,wEventFlags+148,nearest_symbol,0xd7de,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17DE accumulated bits 0-2 one at a time across Route 13 trainer defeats, reaching 0x07 (all 3 bits) exactly matching this byte's mask",,The Long Way Gauntlet,dynamic_confirmation
0xd7da,WRAM,1,14,achievement,current;delta,bit1;bit2;bit3;bit4;bit5;bit6;bit7,UNMAPPED,True,Route 14 Bit1 = Defeat Trainer 1 Bit2 = Defeat Trainer 2 Bit3 = Defeat Trainer 3 Bit4 = Defeat Trainer 4 Bit5 = Defeat T,wEventFlags+149,nearest_symbol,0xd7df,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17DF read 0xFE (bits 1-7, all 7 Route 14 trainers) at the end of a full Routes 12-15 clear run, exactly matching this byte's mask",,The Long Way Gauntlet,dynamic_confirmation
0xd7db,WRAM,1,6,achievement,current;delta,bit0;bit1;bit2,UNMAPPED,True,Route 14 Bit0 = Defeat Trainer 10 Bit1 = Defeat Trainer 5 Bit2 = Defeat Trainer 9,wEventFlags+150,nearest_symbol,0xd7e0,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17E0 read 0x07 (bits 0-2, all 3 Route 14 trainers) at the end of the same run",,The Long Way Gauntlet,dynamic_confirmation
0xd7dc,WRAM,1,14,achievement,current;delta,bit1;bit2;bit3;bit4;bit5;bit6;bit7,UNMAPPED,True,Route 15 Bit1 = Defeat Trainer 6 Bit2 = Defeat Trainer 2 Bit3 = Defeat Trainer 8 Bit4 = Defeat Trainer 7 Bit5 = Defeat T,wEventFlags+151,nearest_symbol,0xd7e1,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17E1 read 0xFE (bits 1-7, all 7 Route 15 trainers) at the end of the same run; supersedes the prior DYNAMIC TEST REQUIRED (ambiguous-site) classification",,The Long Way Gauntlet,dynamic_confirmation
0xd7dd,WRAM,1,6,achievement,current;delta,bit0;bit1;bit2,UNMAPPED,True,Route 15 Bit0 = Defeat Trainer 4 Bit1 = Defeat Trainer 10 Bit2 = Defeat Trainer 9,wEventFlags+152,nearest_symbol,0xd7e2,RELOCATED,"dynamically confirmed: BizHawk WRAM 0x17E2 read 0x07 (bits 0-2, all 3 Route 15 trainers) at the end of the same run",,The Long Way Gauntlet,dynamic_confirmation
0xd7f5,WRAM,1,4,achievement,current;delta,bit0;bit7,UNMAPPED,True,Mt. Moon Bit0 = Get Dome Fossil Bit1 = Defeat Fossil Nerd Bit2 = Defeat Jessie and James 1 Bit3 = Defeat Team Rocket 1 B,wEventFlags+176,nearest_symbol,0xd7fa,RELOCATED,"ROM offset 0x19bf5 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd7f5 to 0xd7fa",Attack of the Prehistoric Pokemon:=1; Attack of the Prehistoric Pokemon:=0; Attack of the Prehistoric Pokemon:=1,Attack of the Prehistoric Pokemon,direct_rom_evidence
0xd81a,WRAM,1,2,achievement,current;delta,bit7,UNMAPPED,True,Rocket Game Corner - Underground 4th Bit2 = Defeat Jessie and James 2 Bit4 = Lift Key Ball showed up Bit6 = Defeat Team ,wEventFlags+213,nearest_symbol,0xd81f,RELOCATED,"ROM offset 0x45510 (bank 17): same opcode (0x21) at the same site, operand changed from 0xd81a to 0xd81f",Protect the World From Devastation:=1; Protect the World From Devastation:=0,Protect the World From Devastation,direct_rom_evidence
0xd82e,WRAM,1,2,achievement,current;delta,bit0,UNMAPPED,True,Saffron City Silph Co. Building 7th Bit0 = Defeat Rival 6 Bit5 = Defeat Team Rocket 12 Bit6 = Defeat Trainer 8 Bit7 = De,wEventFlags+233,nearest_symbol,0xd833,RELOCATED,"dynamically confirmed: BizHawk watch of Italian 0xd82e (same-address static-hit candidate) and 0xd833 (+5 candidate) across the Silph Co. rival event. 0xd82e stayed 0x00 throughout (ruled out — the earlier same-address static hit was a coincidental site match, not this field). 0xd833 went 0x00->0x01 (bit0 set) across the rival event sequence, matching the achievement's required event-bit state; exact +5 match",Do we REALLY have to do this now?:=1; Do we REALLY have to do this now?:=0,Do we REALLY have to do this now?,dynamic_confirmation
0xd837,WRAM,1,2,achievement,current;delta,bit7,UNMAPPED,True,Saffron City Silph Co. Building 10th Bit7 = Defeat Giovanni 2,wEventFlags+242,nearest_symbol,0xd83c,RELOCATED,"ROM offset 0x1a339 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd837 to 0xd83c",Extend Our Reach to the Stars Above:=1; Extend Our Reach to the Stars Above:=0,Extend Our Reach to the Stars Above,direct_rom_evidence
0xd862,WRAM,1,2,achievement,current;delta,bit1,UNMAPPED,True,Pokemon League Bit1 = Defeat Lorelei,wEventFlags+285,nearest_symbol,0xd867,RELOCATED,"ROM offset 0x19d6c (bank 6): same opcode (0x21) at the same site, operand changed from 0xd862 to 0xd867",,That's Shocking!,direct_rom_evidence
0xd863,WRAM,1,2,achievement,current;delta,bit1,UNMAPPED,True,Pokemon League Bit1 = Defeat Bruno,wEventFlags+286,nearest_symbol,0xd868,RELOCATED,"dynamically confirmed: BizHawk watch of Italian 0xd868 during an Elite Four run showed bit1 set after defeating Bruno, exactly matching this byte's bit1 mask; exact +5 match",,That's Shocking!,dynamic_confirmation
0xd864,WRAM,1,2,achievement,current;delta,bit1,UNMAPPED,True,Pokemon League Bit1 = Defeat Agatha,wEventFlags+287,nearest_symbol,0xd869,RELOCATED,"dynamically confirmed: BizHawk watch of Italian 0xd869 during the same Elite Four run showed bit1 set after defeating Agatha, exactly matching this byte's bit1 mask; exact +5 match. Adjacent control byte 0xd86a (Lance, already RELOCATED via static evidence) corroborated the run, progressing 0x00->0x02->0x42 across the same session",,That's Shocking!,dynamic_confirmation
0xd865,WRAM,1,2,achievement,current;delta,bit1,UNMAPPED,True,Pokemon League Bit1 = Defeat Lance,wEventFlags+288,nearest_symbol,0xd86a,RELOCATED,"ROM offset 0x5a267 (bank 22): same opcode (0xfa) at the same site, operand changed from 0xd865 to 0xd86a",,That's Shocking!,direct_rom_evidence
