address,region,english_symbol,classification,french_address,evidence,resolution_method
0xd74d,WRAM,wEventFlags+8,RELOCATED,0xd752,"ROM offset 0x1c823 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd74d to 0xd752",direct_rom_evidence
0xd759,WRAM,wEventFlags+20,RELOCATED,0xd75e,"ROM offset 0x195b4 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd759 to 0xd75e",direct_rom_evidence
0xd763,WRAM,wEventFlags+30,RELOCATED,0xd768,"ROM offset 0x60510 (bank 24): same opcode (0xfa) at the same site, operand changed from 0xd763 to 0xd768",direct_rom_evidence
0xd7b0,WRAM,wEventFlags+107,RELOCATED,0xd7b5,"structural_inference: wEventFlags is a single union-free ds bit array (ram/wram.asm flag_array NUM_EVENTS); bracketed by 0xd763->0xd768 before and 0xd7d7->0xd7dc after (both direct_rom_evidence, +5); Phase E's battle capture independently ruled out +6 for this whole span -- see evidence/dynamic_evidence_summary.md Phase E",structural_inference
0xd7c5,WRAM,wEventFlags+128,RELOCATED,0xd7ca,"structural_inference: same wEventFlags bit-array argument as 0xd7b0, bracketed by the same 0xd763->0xd768 / 0xd7d7->0xd7dc direct-evidence pair",structural_inference
0xd7d6,WRAM,wEventFlags+145,RELOCATED,0xd7db,"direct_dynamic_evidence (2026-08-12): BizHawk capture of French 0xd7d6/0xd7db across two Route 12 trainer defeats -- 0 defeated: 00/00, 1 defeated: 00/04, 2 defeated: 00/0C. 0xd7db accumulated bit-by-bit exactly as Route 12 trainers were beaten; unshifted 0xd7d6 stayed 00 throughout as a clean negative control. Supersedes the prior IDENTICAL_ADDRESS classification, which rested on a single coincidental same-opcode ROM match (ROM offset 0x262bb, bank 9) -- the same failure mode Italian's own investigation found and corrected at this identical address via its own dynamic test (T10, decoding 81681's raw RA condition).",direct_dynamic_evidence
0xd7d7,WRAM,wEventFlags+146,RELOCATED,0xd7dc,"ROM offset 0x594b5 (bank 22): same opcode (0x21) at the same site, operand changed from 0xd7d7 to 0xd7dc",direct_rom_evidence
0xd7d8,WRAM,wEventFlags+147,RELOCATED,0xd7dd,"structural_inference: wEventFlags bit array, 1 byte after 0xd7d7->0xd7dc (direct_rom_evidence, +5) and well inside the Phase E-confirmed +5 span",structural_inference
0xd7d9,WRAM,wEventFlags+148,RELOCATED,0xd7de,structural_inference: same bracket as 0xd7d8,structural_inference
0xd7da,WRAM,wEventFlags+149,RELOCATED,0xd7df,structural_inference: same bracket as 0xd7d8,structural_inference
0xd7db,WRAM,wEventFlags+150,RELOCATED,0xd7e0,structural_inference: same bracket as 0xd7d8,structural_inference
0xd7dc,WRAM,wEventFlags+151,RELOCATED,0xd7e1,"structural_inference: wEventFlags bit array; corrects the prior same-address CANDIDATE guess (0xd7dc, a coincidental Italian-ROM match, not French evidence) -- bracketed by 0xd7d7->0xd7dc before and 0xd7ea->0xd7ef after, both direct_rom_evidence",structural_inference
0xd7dd,WRAM,wEventFlags+152,RELOCATED,0xd7e2,"structural_inference: wEventFlags bit array, bracketed by 0xd7d7->0xd7dc before and 0xd7ea->0xd7ef after, both direct_rom_evidence",structural_inference
0xd7ea,WRAM,wEventFlags+165,RELOCATED,0xd7ef,"ROM offset 0x1c879 (bank 7): same opcode (0x21) at the same site, operand changed from 0xd7ea to 0xd7ef",direct_rom_evidence
0xd7f5,WRAM,wEventFlags+176,RELOCATED,0xd7fa,"ROM offset 0x19bf5 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd7f5 to 0xd7fa",direct_rom_evidence
0xd81a,WRAM,wEventFlags+213,RELOCATED,0xd81f,"ROM offset 0x45510 (bank 17): same opcode (0x21) at the same site, operand changed from 0xd81a to 0xd81f",direct_rom_evidence
0xd82e,WRAM,wEventFlags+233,RELOCATED,0xd833,"structural_inference: wEventFlags bit array; corrects the prior same-address CANDIDATE guess (0xd82e, coincidental Italian-ROM match) -- bracketed by 0xd81a->0xd81f before and 0xd837->0xd83c after, both direct_rom_evidence",structural_inference
0xd837,WRAM,wEventFlags+242,RELOCATED,0xd83c,"ROM offset 0x1a339 (bank 6): same opcode (0xfa) at the same site, operand changed from 0xd837 to 0xd83c",direct_rom_evidence
0xd862,WRAM,wEventFlags+285,RELOCATED,0xd867,"ROM offset 0x19d6c (bank 6): same opcode (0x21) at the same site, operand changed from 0xd862 to 0xd867",direct_rom_evidence
0xd863,WRAM,wEventFlags+286,RELOCATED,0xd868,"structural_inference: wEventFlags bit array, bracketed by 0xd862->0xd867 and 0xd865->0xd86a, both direct_rom_evidence, 1-2 bytes on either side",structural_inference
0xd864,WRAM,wEventFlags+287,RELOCATED,0xd869,structural_inference: same bracket as 0xd863,structural_inference
0xd865,WRAM,wEventFlags+288,RELOCATED,0xd86a,"ROM offset 0x5a267 (bank 22): same opcode (0xfa) at the same site, operand changed from 0xd865 to 0xd86a",direct_rom_evidence
0xd866,WRAM,wEventFlags+289,RELOCATED,0xd86b,"structural_inference: wEventFlags bit array, 1 byte after 0xd865->0xd86a (direct_rom_evidence); Phase E's battle capture confirms +5 holds well past this address (up to 0xd899)",structural_inference
0xda40,WRAM,wPlayTimeHours,RELOCATED,0xda45,"corrected after source-symbol off-by-one fix: direct disassembly of the fixed home-bank TrackPlayTime/SafariZoneGameOver cascade (French bank0 offsets 0x1efb-0x1f4f, bank7 offsets 0x1e330-0x1e388) confirms uniform +5 for this whole 9-symbol cluster, superseding the earlier bracketing/coincidental-site guess",direct_rom_evidence
0xda42,WRAM,wPlayTimeMinutes,RELOCATED,0xda47,"corrected after source-symbol off-by-one fix: direct disassembly of the fixed home-bank TrackPlayTime/SafariZoneGameOver cascade (French bank0 offsets 0x1efb-0x1f4f, bank7 offsets 0x1e330-0x1e388) confirms uniform +5 for this whole 9-symbol cluster, superseding the earlier bracketing/coincidental-site guess",direct_rom_evidence
0xda43,WRAM,wPlayTimeSeconds,RELOCATED,0xda48,"corrected after source-symbol off-by-one fix: direct disassembly of the fixed home-bank TrackPlayTime/SafariZoneGameOver cascade (French bank0 offsets 0x1efb-0x1f4f, bank7 offsets 0x1e330-0x1e388) confirms uniform +5 for this whole 9-symbol cluster, superseding the earlier bracketing/coincidental-site guess",direct_rom_evidence
0xda44,WRAM,wPlayTimeFrames,RELOCATED,0xda49,"reconciliation fix (2026-08-11): this row previously mislabeled address 0xda44 as wSafariZoneGameOver, left over from before games/yellow/versions/english/evidence/wSafariZoneGameOver_symbol_correction.md was applied. Per that correction, English 0xda44 is wPlayTimeFrames (Speedrun leaderboard term[0]); wSafariZoneGameOver's real address is English 0xda45 -> French 0xda4a, and is not RA-referenced by set 723 so has no row here. French value corrected from the stale 0xda4a to the true +5 target 0xda49, per the same fixed home-bank TrackPlayTime cascade (French bank0 offsets 0x1efb-0x1f4f, bank7 offsets 0x1e330-0x1e388)",direct_rom_evidence
0xfff5,HRAM,hOnCGB+1(past declared size 1),IDENTICAL_ADDRESS,0xfff5,ROM offset 0xc026 (bank 3): identical LDH opcode+offset in both ROMs,direct_rom_evidence
